label,source_path,relative_path,split
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/9_10948.wav,natural sound/9_10948.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/videoplayback_54.wav,fire/videoplayback_54.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5BA23174_398124f16a-115b-459e-9d3a-620a1d910e1b98a58901-ba81-49d6-9ddc-77a9dd7eda51da9c2d45-3b91-4c5c-ac5f-46db50c40ad6.WAV,poaching/5BA23174_398124f16a-115b-459e-9d3a-620a1d910e1b98a58901-ba81-49d6-9ddc-77a9dd7eda51da9c2d45-3b91-4c5c-ac5f-46db50c40ad6.WAV,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/10_11050.wav,logging/10_11050.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5C5CAD66_7e9fd197c-7c65-4bc0-b045-dcd090eca7dcac0b5718-e069-48f9-8467-b44ff03433c0ebec588c-6aa9-4ff2-a539-33026dcc4f11.WAV,poaching/5C5CAD66_7e9fd197c-7c65-4bc0-b045-dcd090eca7dcac0b5718-e069-48f9-8467-b44ff03433c0ebec588c-6aa9-4ff2-a539-33026dcc4f11.WAV,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5C52E8AB_29900e5ac-90de-4d29-a5ed-fd78ff95a6a1836dc8e5-3824-4572-b797-9aab45eef3d1c5ec6bfb-cb35-40a8-9879-602e2c391d41.WAV,poaching/5C52E8AB_29900e5ac-90de-4d29-a5ed-fd78ff95a6a1836dc8e5-3824-4572-b797-9aab45eef3d1c5ec6bfb-cb35-40a8-9879-602e2c391d41.WAV,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/1_10162.wav,fire/1_10162.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/New folder/sig-p225_012_SA_090B_S05.wav,poaching/New folder/sig-p225_012_SA_090B_S05.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/4_10466.wav,natural sound/4_10466.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/8_10871.wav,natural sound/8_10871.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/5_10526.wav,natural sound/5_10526.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/23_12337.wav,natural sound/23_12337.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_36.wav,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_36.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/1_10148.wav,fire/1_10148.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/26_12617.wav,natural sound/26_12617.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/14_11464.wav,poaching/14_11464.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/10_11003.wav,logging/10_11003.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/24_12459.wav,natural sound/24_12459.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/15_11502.wav,poaching/15_11502.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/26_12604.wav,natural sound/26_12604.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/8_10836.wav,natural sound/8_10836.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_36.wav,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_36.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/10_11030.wav,logging/10_11030.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/26_12671.wav,natural sound/26_12671.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/23_12315.wav,natural sound/23_12315.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/3_10355.wav,natural sound/3_10355.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/4_10465.wav,natural sound/4_10465.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5C243260_24e0e7f1b0-1c8c-4b8e-975a-6355b6c0785f29bdcc37-7210-44ca-b8b5-c0015deffd812cae618e-4bf0-4398-bcbc-43fade385d8b.WAV,poaching/5C243260_24e0e7f1b0-1c8c-4b8e-975a-6355b6c0785f29bdcc37-7210-44ca-b8b5-c0015deffd812cae618e-4bf0-4398-bcbc-43fade385d8b.WAV,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/10_11027.wav,logging/10_11027.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/58FBC5410899848e-f10d-49ee-ac4b-1838610c31d8.WAV,poaching/58FBC5410899848e-f10d-49ee-ac4b-1838610c31d8.WAV,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/New folder/m16_018_5 (51).wav,poaching/New folder/m16_018_5 (51).wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/19_11949.wav,natural sound/if_necessary/19_11949.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/2-51630-A-49.wav,logging/2-51630-A-49.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/20_12014.wav,natural sound/if_necessary/20_12014.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/2-68391-A-41.wav,logging/2-68391-A-41.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/10_11063.wav,logging/10_11063.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/New folder/sig-p225_007_SA_010A_S01.wav,poaching/New folder/sig-p225_007_SA_010A_S01.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/1_10116.wav,fire/1_10116.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_43.wav,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_43.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/8_10848.wav,natural sound/8_10848.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/videoplayback_36.wav,fire/videoplayback_36.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/26_12631.wav,natural sound/26_12631.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/4-164661-B-12.wav,fire/4-164661-B-12.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/7_10743.wav,logging/7_10743.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/5_10556.wav,natural sound/5_10556.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/5_10511.wav,natural sound/5_10511.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/5_10571.wav,natural sound/5_10571.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/17_11772.wav,natural sound/if_necessary/17_11772.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/7_10707.wav,logging/7_10707.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5C5CF301_246f4952eb-8611-4385-832f-ca6fcb8adf5a04e88dae-c5b6-480a-aa74-9e68b292fd7bb9d605c9-e4fe-49c2-bbe0-c3367eb28ffd.WAV,poaching/5C5CF301_246f4952eb-8611-4385-832f-ca6fcb8adf5a04e88dae-c5b6-480a-aa74-9e68b292fd7bb9d605c9-e4fe-49c2-bbe0-c3367eb28ffd.WAV,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5C50D65D_349c016cc1-c772-49df-8312-df725fb196a224c21e91-130a-4e72-9d18-f3bbdf777958dbc9e3e2-883f-4ad8-ad0e-1815700a5f47.WAV,poaching/5C50D65D_349c016cc1-c772-49df-8312-df725fb196a224c21e91-130a-4e72-9d18-f3bbdf777958dbc9e3e2-883f-4ad8-ad0e-1815700a5f47.WAV,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/20_12007.wav,natural sound/if_necessary/20_12007.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/23_12320.wav,natural sound/23_12320.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/20_12052.wav,natural sound/if_necessary/20_12052.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/New folder/m16_024_SA_057A_S04.wav,poaching/New folder/m16_024_SA_057A_S04.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/videoplayback_27.wav,fire/videoplayback_27.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/New folder/winchester-m14_005_SA_059A_S06.wav,poaching/New folder/winchester-m14_005_SA_059A_S06.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/8_10857.wav,natural sound/8_10857.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/22_12262.wav,natural sound/22_12262.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/8_10814.wav,natural sound/8_10814.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/videoplayback_20.wav,fire/videoplayback_20.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/13_11339.wav,logging/13_11339.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/13_11346.wav,logging/13_11346.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/18_11824.wav,natural sound/if_necessary/18_11824.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/19_11907.wav,natural sound/if_necessary/19_11907.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/2-28314-B-12.wav,fire/2-28314-B-12.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/8_10859.wav,natural sound/8_10859.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/New folder/glock_014_ed8d991f-9e68-4630-9f2f-4442fdb0be6f_chan2_v0.wav,poaching/New folder/glock_014_ed8d991f-9e68-4630-9f2f-4442fdb0be6f_chan2_v0.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/4_10413.wav,natural sound/4_10413.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_05.wav,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_05.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5C396170_155b8f026b-18fc-494d-93c2-e888690c7c594d6895e2-ed14-4d48-ad56-04b6c7a867bb60c9a3d8-306f-4f56-84c5-87f1c1ac6a29.WAV,poaching/5C396170_155b8f026b-18fc-494d-93c2-e888690c7c594d6895e2-ed14-4d48-ad56-04b6c7a867bb60c9a3d8-306f-4f56-84c5-87f1c1ac6a29.WAV,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5B196154_128bccf6e6-f002-4779-b155-85773362d4d602d0c65b-565a-410d-904b-773fece7fa33e00ea833-236f-4d8b-9f11-e03d2dde0ea9.WAV,poaching/5B196154_128bccf6e6-f002-4779-b155-85773362d4d602d0c65b-565a-410d-904b-773fece7fa33e00ea833-236f-4d8b-9f11-e03d2dde0ea9.WAV,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/26_12656.wav,natural sound/26_12656.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/5_10504.wav,natural sound/5_10504.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/4_10449.wav,natural sound/4_10449.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/2-18766-B-12.wav,fire/2-18766-B-12.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/26_12618.wav,natural sound/26_12618.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/24_12471.wav,natural sound/24_12471.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/17_11706.wav,natural sound/if_necessary/17_11706.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/8_10844.wav,natural sound/8_10844.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/25_12564.wav,natural sound/25_12564.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/13_11315.wav,logging/13_11315.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/20_12049.wav,natural sound/if_necessary/20_12049.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/6_10619.wav,natural sound/6_10619.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/New folder/sig-p225_024_SA_050A_S03.wav,poaching/New folder/sig-p225_024_SA_050A_S03.wav,train
logging,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/logging/13_11313.wav,logging/13_11313.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_63.wav,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_63.wav,train
fire,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_72.wav,fire/y2mate.com - DD Ambience  Building on Fire  Blaze Inferno Wood Cracking Collapsing Loud Stressing_1_72.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/21_12130.wav,natural sound/21_12130.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/22_12215.wav,natural sound/22_12215.wav,train
natural sound,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/natural sound/if_necessary/20_12059.wav,natural sound/if_necessary/20_12059.wav,train
poaching,/Users/guidegiegg/งาน/โปรเจคเล็กๆ/PrePair_Sound/forest_sound_dataset/poaching/5B8A1D4C_26bc2190f7-9274-4bad-aca4-d3012e9e842860e3dba7-d787-448f-a593-674ecd72c47389db7267-9e0b-48cb-bae2-9c8a17abab34.WAV,poaching/5B8A1D4C_26bc2190f7-9274-4bad-aca4-d3012e9e842860e3dba7-d787-448f-a593-674ecd72c47389db7267-9e0b-48cb-bae2-9c8a17abab34.WAV,train
